molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	binary_status
39.9812813	0.008888889	5.342092323	22.63	120.9533	1
67.713969	-0.321535893	5.083190727	99.89	691.9158	1
43.731663	-0.370437018	5.356699944	99.72	250.6942	1
16.5102924	-1.027210884	4.050028419	100	235.2411	1
35.7026006	-0.03803681	8.153719521	100	93.9789	1
40.6373953	-0.253638814	8.84978466	100	1013.5961	1
29.6977732	0.006037736	6.05365963	100	698.6447	1
21.5310603	-0.725510204	9.532246971	99.24	803.2823	1
82.5578768	-0.387903226	5.94566555	100	232.8119	1
15.6816513	-0.063225806	11.51129742	99.74	6919.1073	1
25.6010518	-0.984649123	4.907956123	100	1396.0835	1
12.428441	-0.431818182	8.791118431	99.96	473.1785	1
56.6274132	-0.140784314	8.869576454	98.85	499.4799	1
107.804668	-0.285903984	8.118777657	99.98	130.6853	1
29.6191686	-0.965900383	5.328394127	99.96	363.8335	1
59.2343902	-0.50295858	9.126289558	100	387.9814	1
60.0474294	-0.392307692	6.480179405	100	304.667	1
52.6457484	0.033541667	5.173451042	100	203.2	1
52.843064	-0.045720251	5.563593864	100	196.9363	1
52.9005391	0.073529412	5.203462029	99.88	197.004	1
55.7249639	-0.182970297	9.00695858	96.44	56.7703	1
61.7834919	-0.430072464	5.292756081	99.86	363.5422	1
39.0131156	-0.746875	7.13394146	100	793.2029	1
30.5582626	-0.395744681	8.921086693	99.98	1372.3278	1
84.9465957	-0.804249668	4.70288105	78.88	144.9875	1
55.0224305	0.553815261	8.920119667	20.1	632.2128	1
44.9774424	-1.47434555	11.55855274	100	1427.1238	1
53.5873837	-0.818503119	7.207832146	100	392.6171	1
29.1219107	-0.111026616	4.6022192	99.49	889.121	1
86.7702888	-0.320154044	7.272117043	99.88	202.8249	1
116.215074	-0.125531915	5.926226616	99.26	22.5183	1
17.8279412	-0.679617834	5.985566521	98.61	59037.3782	1
23.6884558	-0.282242991	6.443177223	99.75	275.3573	1
30.9264162	0.098496241	8.632655144	100	154.4524	1
49.7622865	-0.726244344	5.930603218	95.05	729.8803	1
28.3320495	0.07481203	6.521217155	97.69	392.9423	1
27.8955737	0.211923077	5.246489143	83.36	70.534	1
41.2638272	-0.761333333	4.267494392	100	52.3935	1
41.2937255	-0.781066667	4.25021534	100	80.5198	1
89.553613	-0.397416974	8.441506386	100	61.4467	1
85.9279857	-0.54083225	5.563139153	99.98	228.2481	1
96.7837546	-0.119907407	5.82761097	43.15	34.3007	1
96.9248026	-0.139494834	6.204851341	56.64	66.4388	1
45.5185003	-0.326829268	9.596844292	100	106.1802	1
60.8478496	-0.286142322	9.138216209	100	9145.7767	1
4.4949362	-0.493333333	4.780068398	99.42	9199.9845	1
54.2994178	-0.553144016	5.243647194	99.96	109.994	1
63.9040172	-0.919202899	6.139429665	90.5	181.5687	1
74.2732674	-0.519335347	5.214829826	99.98	177.9451	1
29.5333419	-0.701090909	9.532569313	99.58	388.5915	1
15.388133	-0.446715328	6.198769569	35.71	1679.126	1
112.9003968	-0.191913215	8.796533775	100	132.5804	1
11.4092431	-0.524271845	11.47571087	99.98	1656.8854	1
116.1790892	0.029594722	5.093421745	100	275.668	1
23.0105889	-0.365196078	5.287299538	99.86	241.282	1
65.8163068	-0.453745928	7.112399483	100	52.1989	1
54.3345957	-0.152301255	9.223636818	97.62	781.7745	1
52.2944327	-0.224618736	8.735546684	99.89	21.1408	1
38.3103461	-0.011235955	5.829770851	99.98	818.3926	1
14.8041805	-0.162307692	9.894108009	100	3720.4714	1
16.4020022	-0.810135135	10.05076618	99.95	2174.9677	1
116.3643721	0.057021678	5.000092125	100	134.6928	1
16.8863387	-0.665972222	10.06127453	99.95	327.0876	1
36.0757022	-0.925961538	8.946358299	99.96	154.4541	1
62.1140948	-0.394639556	9.597424507	53.87	54.5306	1
46.7625424	-0.5	8.451241112	100	196.814	1
42.1947226	-0.366666667	5.052156639	97.74	96.2042	1
27.5608947	-0.3852	5.722117805	100	4192.7245	1
123.2038113	-0.404438406	8.158103371	99.98	22.1958	1
49.5017282	-0.325167038	9.191209221	100	3263.0426	1
19.8282689	-0.152173913	6.079635048	100	125.3399	1
16.5651013	-0.121917808	4.981448936	100	145.325	1
75.7165739	-0.348196248	9.514582634	99.93	60.3128	1
23.0266711	-0.967475728	9.570799065	100	93.5782	1
16.4605812	-1.045833333	9.171417427	89.88	5381.9437	1
89.5880527	-0.409476309	4.462679482	100	68.9868	1
34.2894829	-0.631493506	9.004831123	99.98	46.8249	1
33.8387592	-0.715841584	8.66991787	100	444.155	1
56.9883488	-0.2774	9.552425575	99.98	93.8439	1
43.868523	-0.486387435	7.244606972	99.98	90.6226	1
70.1174453	-0.317940718	5.836762047	99.74	191.7526	1
218.5670218	-0.572763618	5.236144447	100	51.5976	1
32.1634331	-0.530685921	9.01334095	8.88	265.0047	1
57.7091668	0.312264151	8.851976585	80.42	1431.7897	1
56.6149355	0.348275862	8.724780464	14.07	39.7484	1
20.8480971	-0.604324324	5.143269539	100	301.0081	1
35.1728069	-0.358095238	5.744398689	99.96	71.4314	1
87.7393638	-0.341392405	8.196397591	99.96	91.7683	1
90.1112806	0.184170854	7.00792942	9.77	50.8855	1
25.1580565	-0.299547511	10.63542995	97.14	1136.3562	1
27.2206481	-0.820164609	8.415461159	50.13	1445.5709	1
12.9103094	-1.272072072	6.114591026	99.79	127.542	1
110.2772784	-0.397755102	5.077108955	100	213.3548	1
43.789677	-0.268380463	5.582578087	100	851.7587	1
58.5893388	0.157407407	6.191721535	99.96	102.128	1
31.0574065	-0.267153285	9.554101753	99.95	57.8858	1
49.6942067	0.692239468	8.724006844	99.86	214.891	1
44.8013561	-0.102905569	6.105724144	5.09	1.6615	1
248.8944779	-0.376770014	6.188368034	99.93	79.333	1
45.9343165	-0.30678392	9.393124199	99.93	94.3264	1
34.4397729	0.008615385	6.607726097	99.84	745.1647	1
53.5136761	-0.528898129	7.818548393	89.46	115.4482	1
36.8295113	-0.496676737	4.319672585	98.4	461.9015	1
67.6770717	0.304923599	8.912512398	99.95	181.1772	1
24.4686879	-0.416203704	9.889724159	100	1430.2317	1
40.6103504	-0.43106267	5.429738045	100	370.1758	1
15.1433552	0.316428571	9.778645134	99.37	11898.3561	1
15.2094957	0.144525547	4.984859276	99.54	35.0198	1
92.3510412	-0.268905473	6.395659828	99.89	29.1688	1
66.741704	-0.606451613	5.593832207	99.96	163.0959	1
108.5791469	-0.251768173	5.466058159	100	649.0618	1
55.0763581	-0.061257606	6.099812889	71.36	458.5408	1
49.8432949	-0.983726415	5.806466866	100	825.7584	1
41.2621764	-0.144297082	5.43223896	100	119.6033	1
44.0360068	-0.239230769	8.109107399	99.98	105.1787	1
15.8124845	-0.304929577	6.279480934	100	950.9001	1
50.4848087	0.005615551	6.227075386	100	67.6757	1
24.9039168	-0.442982456	4.289888954	98.96	357.0523	1
45.6865466	-0.364805825	8.755080605	100	1014.5221	1
83.2827349	-0.326842105	5.262176704	100	366.9386	1
27.0148427	0.189105058	7.724555397	99.98	92.5521	1
64.0534349	-0.551398601	9.485894203	99.96	162.2194	1
52.0165931	-0.31969697	5.181237984	99.88	227.9565	1
35.2742191	-0.423225806	5.822665977	99.84	705.9556	1
30.3223251	-0.318181818	8.89645977	100	1795.8398	1
14.0533087	-1.295934959	10.38316517	99.98	749.8396	1
113.8188008	-0.002137998	6.067300987	99.95	280.8911	1
165.9133273	-0.611248285	5.269508934	100	85.6721	1
62.7191453	-0.045438283	6.00472126	99.91	67.9155	1
134.9916835	-0.543507031	6.955978584	100	99.5329	1
38.9415687	-0.131005587	6.895615578	97.32	716.6995	1
32.9017731	-0.072789116	9.824546623	99.96	355.1784	1
31.8288676	-0.155633803	5.549384117	100	1094.7684	1
54.2155278	-0.439873418	9.069428444	99.96	196.9434	1
26.5429699	-0.41991342	5.932876778	52.85	152.0046	1
71.3435677	-0.718798151	5.396885109	100	56.8862	1
9.8915774	-0.090909091	8.809556389	7.1	54.6725	1
49.3077564	0.529139073	4.738462257	100	239.0862	1
31.8921855	-0.733941606	9.671047401	99.96	70.3455	1
103.5873131	-0.556698821	5.693527794	99.96	120.3945	1
174.6235207	-0.401170351	9.123775291	98.61	30.8559	1
44.5421518	-0.270360825	5.568140984	99.96	33.5868	1
80.7477894	-0.476069519	9.572797585	99.98	72.5637	1
22.4146365	0.36076555	6.404071999	99.96	178.2052	1
14.8804763	-0.798449612	4.545323372	99.96	182.3751	1
125.4269748	-0.516082659	4.680202293	99.96	460.5267	1
32.0169325	-1.033214286	5.766963768	96.88	281.4016	1
43.2690676	-0.512694301	6.534915352	100	161.4577	1
15.0975074	-0.075657895	5.239213753	100	867.0552	1
145.5292032	-0.283193916	6.765681648	99.95	30.472	1
21.5284497	-0.453439153	9.567253304	100	38.7748	1
64.2012805	-0.10239726	5.718991661	82.71	86.5875	1
50.9650991	0.573922414	6.452612495	99.33	211.3315	1
91.2016157	-0.433413752	6.238500023	99.98	184.6143	1
51.2989543	0.649148936	6.809845543	99.61	620.4979	1
54.3544144	0.48125	8.873186684	99.47	2033.1247	1
32.6783419	-0.665836299	5.549327278	99.29	250.3923	1
59.8005829	0.765201465	7.117685509	99.96	73.217	1
25.6394591	-0.626406926	5.084384346	100	178.7902	1
45.0558562	0.161882353	5.833522224	99.75	282.3014	1
65.632201	-0.328798587	9.417106438	64.8	190.8257	1
73.4691469	-0.519219219	5.325609016	99.88	40.2669	1
107.6592592	-0.306885593	6.00977993	100	155.7337	1
53.4655983	-0.021765914	6.204794502	100	168.9522	1
102.4315349	-0.752579583	8.965569878	99.84	23.5184	1
102.3675222	-0.701965066	8.719107246	99.82	29.6132	1
105.5902166	-0.608387097	5.646635628	100	108.568	1
34.1889311	-0.703703704	6.444370842	100	5394.9014	1
75.1485755	-0.442518519	4.948482323	89.46	454.7128	1
96.3889938	-0.160260973	9.263800621	68.76	447.9868	1
47.0370641	-0.385106383	4.895167351	99.98	402.3899	1
36.3066647	-0.145151515	8.636458778	100	407.2109	1
30.3853846	-0.866791045	9.885920525	100	490.9081	1
20.4568043	-0.120441989	8.869640923	100	91.0843	1
32.6688477	-0.388581315	6.550432396	87.87	114.0936	1
26.5439751	0.180246914	9.150465202	53.59	29.0001	1
45.7796425	-0.149766355	6.226620674	99.98	191.733	1
115.5552769	-0.571223709	6.001538277	94.94	67.1615	1
21.9661474	-0.086528497	6.098448753	97.87	319.3083	1
53.9615399	-0.064669421	7.205501747	99.88	69.5573	1
61.5420148	-0.193394495	6.406345558	99.96	38.052	1
48.1563213	-0.955896226	4.368213081	100	1042.9373	1
48.7118816	-0.47239819	8.635427284	99.98	152.1093	1
35.7509961	4.93E-17	5.688469124	81.24	1212.2297	1
59.4450652	-0.260408922	5.203462029	100	256.3371	1
64.7330418	-0.291566265	6.108168221	99.98	126.4642	1
38.4967201	-0.361494253	6.3511549	99.98	95.7132	1
54.9813485	-0.305070994	6.941825676	99.93	49.3049	1
19.9468354	-0.366480447	5.367385674	99.88	18504.2473	1
59.7118537	-0.723404255	5.558023643	99.98	156.3678	1
21.2375487	0.475268817	9.050990486	99.98	140.1366	1
42.6192528	-0.364021164	8.185953712	99.95	1418.5331	1
19.7998213	0.092045455	8.655799294	45.97	965.8275	1
40.6573329	0.468983957	9.140021324	64.94	355.826	1
40.4761001	0.07	7.987842369	99.81	77.0646	1
79.7932978	-0.19929078	6.352178001	99.44	25.8887	1
13.2936236	-1.419642857	5.130764961	99.79	359.3697	1
70.2015881	-0.31152	6.015350151	99.95	168.5149	1
46.9454404	-0.097169811	5.159639168	100	415.0284	1
52.5877254	-0.329828326	8.998835564	98.68	639.957	1
67.9293512	-0.496661102	5.460146904	98.57	58.555	1
41.2774748	0.024932249	5.162424278	98.92	43.9079	1
35.6218104	-0.016459627	5.570300865	99.96	204.548	1
35.7728641	0.065538462	5.521476173	93.51	1497.8359	1
35.3136734	0.124223602	5.369431877	32.77	373.005	1
28.0243282	-0.475	8.773518562	100	239.0105	1
40.890953	-0.731967213	8.096213722	83.73	328.2915	1
42.3447923	-0.13943299	8.706278038	14.82	624.2654	1
22.8680323	0.176255708	8.566639519	99.98	4589.7775	1
124.499526	-0.141622103	5.913210487	99.98	1251.5496	1
33.8029046	-0.266438356	8.94751873	99.63	123.3459	1
24.6072211	-0.079723502	6.230997276	99.95	100.383	1
18.6525113	-0.68597561	10.4618166	100	3987.3485	1
79.6971964	-0.73837535	9.624565697	95.72	64.664	1
31.8822272	-0.361347518	8.594876671	95.36	269.8909	1
123.4497708	-0.333730522	5.738487434	100	447.4775	1
24.1078929	-0.335483871	6.200361061	100	141.1991	1
46.6600341	-0.29178744	5.362724876	100	906.1405	1
33.6873523	-0.541275168	8.424551201	99.98	128.3179	1
68.546608	-0.121252059	8.074874687	99.54	47.9748	1
45.5461014	-0.497613365	5.602187538	99.98	72.241	1
64.6918437	-0.34147541	9.339099693	99.89	44.9815	1
109.6440427	-0.600311526	4.383616447	100	69.5105	1
18.1495521	0.098830409	6.039393044	99.84	769.3282	1
47.6605691	0.110690423	7.480545616	99.81	3126.6577	1
28.0410314	-0.238955823	5.818800926	100	393.9146	1
95.7655009	-0.940876777	6.369002342	100	640.6681	1
60.578828	-0.256014363	5.318731499	99.84	1053.7345	1
50.9538399	-0.14185022	6.371105385	34.88	141.9788	1
7.06927	-0.488888889	8.703119087	99.7	34.8428	1
44.7558707	-0.031234867	6.349051857	100	226.9503	1
41.5445405	-0.418010753	7.153096199	99.93	289.2986	1
53.524789	-0.950212766	8.790925026	99.96	112.3512	1
13.8236489	-0.713709677	9.327688789	99.98	401.3251	1
68.0463817	-0.2	8.86416111	99.84	32.1134	1
56.4727186	-0.020488722	5.502946663	99.98	224.9407	1
47.6681569	-0.342517815	8.57695446	100	119.091	1
48.0728349	-0.309382151	6.015691185	99.26	105.0604	1
54.8541448	-0.38788501	8.166871071	99.98	92.6589	1
80.3365323	-0.47446198	6.021545601	95.03	105.1103	1
75.2887313	-0.414155251	5.299406242	94.64	223.1957	1
66.2550375	-0.167391304	8.515000343	99.88	150.4012	1
77.0893077	-0.469925926	6.278400993	99.96	70.0397	1
21.8477896	-0.495833333	7.524368477	100	119.6522	1
82.3330576	0.496321526	8.970147133	74.69	83.8259	1
58.2909938	-0.125849057	8.818195152	99.98	607.6332	1
54.7834105	0.532745098	9.352444649	99.95	106.4638	1
107.3776977	-0.07704918	5.667381859	100	2254.5814	1
92.0660469	-0.350374065	8.951967049	100	73.5997	1
49.4345028	-0.260086768	9.387128639	99.98	123.2065	1
46.7928063	-0.688106796	9.112170982	99.84	142.5448	1
118.3699588	-0.321072437	5.081315041	99.98	94.2439	1
41.9333161	-0.099739583	6.190357399	98.22	140.0659	1
42.5903987	-0.18943299	8.602355003	97.04	1929.8816	1
86.7673894	0.21167979	8.594618797	99.98	113.4807	1
48.6450222	-0.335714286	5.996024895	99.72	17.822	1
40.1511894	-0.709562842	5.606279945	99.98	272.3094	1
109.0592851	0.228456914	5.760711479	99.98	207.3319	1
18.3734555	-0.680239521	9.864259148	99.63	1526.6341	1
45.5171795	-0.091304348	7.597747612	0.65	0.1923	1
20.9496342	-0.470652174	9.115329933	88.31	102.7856	1
130.7151934	-0.601094276	8.535630226	100	2644.2162	1
86.6822834	-0.185305592	4.514857674	100	216.9707	1
45.2696138	-0.470707071	7.636568642	6.08	480.8345	1
21.0399231	-0.565263158	9.097407722	99.95	537.8268	1
42.643984	-0.214864865	6.500868797	99.95	118.474	1
18.163046	-0.470253165	4.24623661	99.91	609.6569	1
77.7303805	-0.348970588	7.300195503	99.95	69.9048	1
102.0920985	-0.780722892	7.328330803	99.96	191.2122	1
47.2502343	-0.32184466	6.563334846	99.91	40.2552	1
99.1650598	-0.490262582	9.094377708	100	128.3687	1
25.3178996	0.209504132	8.439185524	99.93	132.8382	1
89.0640811	-1.593527081	6.443290901	99.96	527.2306	1
63.9216318	0.06366782	5.86864872	94.41	492.2847	1
38.756341	-0.795988539	9.265863609	99.98	78.4999	1
25.9104992	-0.231718062	6.661154747	99.61	257.3233	1
25.3069809	-0.08722467	6.19535923	99.86	2436.5378	1
33.9500724	-0.003606557	5.294915962	96.92	544.0046	1
83.4002968	-0.25	5.223014641	52.07	20.892	1
106.3065038	-0.452257445	8.850364876	100	219.9534	1
52.9534844	-0.160171306	5.242624092	72.77	99.8234	1
54.8714784	-0.56185567	8.366787529	100	225.9423	1
34.9340545	-0.320261438	4.724877739	100	109.8949	1
128.5408017	-0.730659537	6.657176018	100	79.5789	1
23.1944302	0.144239631	6.953136635	96.77	277.0689	1
28.2968338	-0.293822394	4.792970848	99.98	522.5309	1
115.617817	-0.228501946	6.973769188	99.93	68.981	1
19.3368419	-0.100555556	8.571732521	99.88	431.0639	1
64.7215073	-0.134214876	7.181231499	100	74.5407	1
59.5868561	-0.572400756	8.127609825	99.63	18.7691	1
20.2518233	-0.275418994	5.697733879	99.96	2037.9613	1
59.5147164	0.402226345	9.223765755	94.73	742.0673	1
34.6436989	-0.317741935	9.086512566	91.45	173.188	1
66.0781787	-0.687390543	6.327339363	100	96.8179	1
65.1273485	-0.778708551	6.614717293	100	869.4617	1
9.8092689	-0.195555556	7.405404472	12.37	21.9042	1
15.4546385	-0.348201439	6.60136013	100	527.8061	1
24.9386705	-0.306278027	5.066821098	100	49.7591	1
77.5483586	-0.580222841	6.042860222	23.62	112.3454	1
58.3471391	-0.332706767	8.873122215	93.94	259.2415	1
36.761539	0.389375	9.025912285	99.98	203.7852	1
46.6782703	-0.102364066	5.388757133	100	1245.1917	1
134.4729085	0.186389568	6.756814766	53.32	87.3585	1
44.6963644	-0.047931873	8.077066612	100	198.3902	1
48.4738149	-0.875524476	4.225035667	100	185.7208	1
49.2238987	-0.219626168	6.200076866	99.58	40.0693	1
53.8124817	-0.24397463	6.276525307	99.79	312.7954	1
53.1283046	-0.550963597	9.206875038	98.96	57.7673	1
156.5798396	-0.413795568	5.655729866	100	1008.8219	1
47.40262	0.022248804	6.153298378	99.65	65.8539	1
37.5957062	-0.147093023	6.023591805	98.5	206.764	1
25.8694181	-0.362931034	8.31289196	99.98	53.4529	1
40.850222	0.342506812	9.402987862	99.98	180.9396	1
38.3722074	-0.335608309	4.826846886	100	337.116	1
72.736623	-0.250226244	7.942521095	99.93	180.5297	1
7.9181929	-0.563380282	9.096827507	99.98	184.5279	1
86.9772861	-0.424516129	6.140566444	99.98	150.6591	1
34.5707286	-1.764930556	10.42842197	100	1168.1973	1
85.9538075	-0.542572944	8.820000267	100	189.1429	1
75.098702	-0.202259036	9.116425896	99.95	88.3082	1
133.3109655	-0.525925926	6.819394493	99.95	52.0053	1
41.1683142	-0.468319559	5.39910183	100	1250.5435	1
66.8921719	0.365704584	7.547501945	100	553.445	1
15.8966204	-0.097972973	4.437727165	100	4911.4062	1
39.2857722	0.442780749	6.292610741	99.84	223.653	1
18.1523859	-0.589759036	6.723848152	97.87	179.5631	1
65.464845	-0.04991274	8.367883492	99.84	96.7883	1
35.9870377	0.030841121	5.545519066	99.95	89.9601	1
48.1548671	-0.697945205	9.764591026	34.6	38.423	1
68.5197474	-0.07584	7.502428627	99.93	563.2048	1
103.6316739	-0.309784946	6.154435158	100	40.4396	1
55.4443902	-0.367479675	5.377105141	87.64	358.2314	1
36.5607373	-0.165123457	5.825735283	99.96	106.0924	1
29.3624016	-0.886037736	6.380426979	95.79	107.9256	1
84.4586415	-0.239192708	9.036291695	99.86	71.8383	1
112.383509	-0.445338567	6.537188911	98.61	42.8114	1
50.6463707	-0.67260274	9.779676628	99.68	521.4587	1
32.6275115	0.183848797	9.25825634	99.95	202.5195	1
34.8841872	-0.320327869	6.077929878	97.04	532.3965	1
34.1675312	0.576949153	8.590299416	99.93	110.2381	1
34.9019828	-0.454545455	9.422328377	98.15	1055.3843	1
22.6961176	-1.47	9.755694389	100	219.2615	1
33.8253572	-0.498993289	6.563846397	4.85	1.394	1
57.6099623	0.484482759	9.095796013	100	3010.4186	1
92.5671353	-0.109156627	8.373879051	96.69	116.7524	1
90.8654842	-0.007663782	8.114716148	99.74	68.1696	1
91.5413159	-0.200243902	8.647934151	99.51	248.7662	1
65.5429685	-0.101919721	9.414463234	100	835.4606	1
46.8905322	-0.280896226	6.545998955	99.81	37.9244	1
94.1488532	-0.246547619	8.274017525	99.54	178.1471	1
93.2333509	-0.173614458	7.433028221	99.82	113.5861	1
26.5081346	-0.614049587	4.893632698	100	595.954	1
20.6005501	0.228804348	5.583089638	53.02	67.7449	1
27.9426547	0.086614173	4.994976616	99.96	241.3521	1
70.5918533	-0.153525641	9.785801125	99.96	86.2064	1
22.5881609	-1.218137255	9.455529594	100	117.6036	1
95.8612327	-0.308994083	8.244426537	99.81	138.1832	1
70.2707466	-0.63294702	6.900844765	99.67	79.6262	1
26.2002137	-0.720689655	8.993226814	100	451.7821	1
41.8099686	-1.098898072	4.050028419	99.93	214.6131	1
8.3146152	-0.1	5.107631493	99.95	635.1538	1
64.0547102	-0.96366782	9.754598427	100	278.8103	1
39.2303802	-0.893181818	5.538414192	15.39	304.6329	1
13.334255	0.142372881	5.28377552	99.21	359.578	1
40.2724673	0.624250681	9.313118935	81.02	136.4462	1
35.5644406	-0.538032787	5.193287849	99.4	615.0046	1
9.5893423	0.321348315	6.521956062	35.08	169.8307	1
64.0645644	-0.205882353	9.089607048	99.75	4082.8905	1
58.6916826	-0.133015267	7.003495979	36.51	171.8551	1
21.6078032	0.100529101	5.828406715	4.87	736.1208	1
58.0408696	-0.081764706	8.575342751	82.32	380.0485	1
44.1144125	-0.583950617	5.564446449	100	432.0789	1
85.218496	-0.441284404	5.501014137	100	134.3487	1
54.9939307	0.671968191	6.173703575	99.51	759.5052	1
55.4944385	-0.173770492	8.407144737	100	568.5662	1
21.7784354	-0.851741294	5.569391441	99.74	575.0526	1
73.9826768	-0.049315068	7.498165703	99.82	87.5897	1
118.5109082	-0.475527831	6.087251472	99.93	185.1526	1
